water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain,unique_rat_id,cumulative_weight_gain,current_body_weight,final_body_weight
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,11,9.716,105.0,0.0,G10_F9,84.0,189.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,12,9.914,105.0,0.0,G10_F9,84.0,189.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,13,9.72,105.0,0.0,G10_F9,84.0,189.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,14,10.8,105.0,0.0,G10_F9,84.0,189.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,15,12.0,105.0,0.0,G10_F9,84.0,189.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,1,10.0,121.0,24.0,G10_F10,24.0,145.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,2,12.0,121.0,20.0,G10_F10,44.0,165.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,3,10.8,121.0,13.0,G10_F10,57.0,178.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,4,11.016,121.0,10.0,G10_F10,67.0,188.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,5,9.914,121.0,8.0,G10_F10,75.0,196.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,6,11.104,121.0,6.0,G10_F10,81.0,202.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,7,10.8,121.0,6.0,G10_F10,87.0,208.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,8,9.72,121.0,5.0,G10_F10,92.0,213.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,9,12.6,121.0,3.0,G10_F10,95.0,216.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,10,11.97,121.0,0.0,G10_F10,95.0,216.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,11,8.967,121.0,0.0,G10_F10,95.0,216.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,12,9.15,121.0,0.0,G10_F10,95.0,216.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,13,8.97,121.0,0.0,G10_F10,95.0,216.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,14,9.967,121.0,0.0,G10_F10,95.0,216.0,216.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,10,female,15,11.074,121.0,0.0,G10_F10,95.0,216.0,216.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,1,8.0,90.0,13.0,G11_M1,13.0,103.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,2,9.6,90.0,10.0,G11_M1,23.0,113.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,3,8.64,90.0,8.0,G11_M1,31.0,121.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,4,8.813,90.0,8.0,G11_M1,39.0,129.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,5,7.932,90.0,8.0,G11_M1,47.0,137.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,6,8.883,90.0,6.0,G11_M1,53.0,143.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,7,8.64,90.0,5.0,G11_M1,58.0,148.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,8,7.776,90.0,3.0,G11_M1,61.0,151.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,9,10.08,90.0,3.0,G11_M1,64.0,154.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,10,9.576,90.0,2.0,G11_M1,66.0,156.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,11,9.716,90.0,1.0,G11_M1,67.0,157.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,12,9.914,90.0,1.0,G11_M1,68.0,158.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,13,9.72,90.0,1.0,G11_M1,69.0,159.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,14,10.8,90.0,1.0,G11_M1,70.0,160.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,1,male,15,12.0,90.0,0.0,G11_M1,70.0,160.0,160.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,1,7.0,82.0,13.0,G11_M2,13.0,95.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,2,8.4,82.0,11.0,G11_M2,24.0,106.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,3,7.56,82.0,8.0,G11_M2,32.0,114.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,4,7.711,82.0,8.0,G11_M2,40.0,122.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,5,6.94,82.0,7.0,G11_M2,47.0,129.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,6,7.773,82.0,6.0,G11_M2,53.0,135.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,7,7.56,82.0,5.0,G11_M2,58.0,140.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,8,6.804,82.0,3.0,G11_M2,61.0,143.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,9,8.82,82.0,3.0,G11_M2,64.0,146.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,10,8.379,82.0,2.0,G11_M2,66.0,148.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,11,8.906,82.0,2.0,G11_M2,68.0,150.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,12,9.088,82.0,2.0,G11_M2,70.0,152.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,13,8.91,82.0,1.0,G11_M2,71.0,153.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,14,9.9,82.0,1.0,G11_M2,72.0,154.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,2,male,15,11.0,82.0,0.0,G11_M2,72.0,154.0,154.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,1,8.0,73.0,14.0,G11_M3,14.0,87.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,2,9.6,73.0,12.0,G11_M3,26.0,99.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,3,8.64,73.0,9.0,G11_M3,35.0,108.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,4,8.813,73.0,7.0,G11_M3,42.0,115.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,5,7.932,73.0,7.0,G11_M3,49.0,122.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,6,8.883,73.0,6.0,G11_M3,55.0,128.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,7,8.64,73.0,6.0,G11_M3,61.0,134.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,8,7.776,73.0,4.0,G11_M3,65.0,138.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,9,10.08,73.0,4.0,G11_M3,69.0,142.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,10,9.576,73.0,4.0,G11_M3,73.0,146.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,11,8.906,73.0,3.0,G11_M3,76.0,149.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,12,9.088,73.0,2.0,G11_M3,78.0,151.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,13,8.91,73.0,1.0,G11_M3,79.0,152.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,14,9.9,73.0,0.0,G11_M3,79.0,152.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,3,male,15,11.0,73.0,0.0,G11_M3,79.0,152.0,152.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,1,9.0,149.0,15.0,G11_M4,15.0,164.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,2,10.8,149.0,10.0,G11_M4,25.0,174.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,3,9.72,149.0,8.0,G11_M4,33.0,182.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,4,9.914,149.0,7.0,G11_M4,40.0,189.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,5,8.923,149.0,5.0,G11_M4,45.0,194.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,6,9.994,149.0,4.0,G11_M4,49.0,198.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,7,9.72,149.0,4.0,G11_M4,53.0,202.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,8,8.748,149.0,3.0,G11_M4,56.0,205.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,9,11.34,149.0,2.0,G11_M4,58.0,207.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,10,10.773,149.0,2.0,G11_M4,60.0,209.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,11,10.526,149.0,2.0,G11_M4,62.0,211.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,12,10.741,149.0,1.0,G11_M4,63.0,212.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,13,10.53,149.0,1.0,G11_M4,64.0,213.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,14,11.7,149.0,1.0,G11_M4,65.0,214.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,4,male,15,13.0,149.0,0.0,G11_M4,65.0,214.0,214.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,1,9.0,156.0,17.0,G11_M5,17.0,173.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,2,10.8,156.0,15.0,G11_M5,32.0,188.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,3,9.72,156.0,10.0,G11_M5,42.0,198.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,4,9.914,156.0,8.0,G11_M5,50.0,206.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,5,8.923,156.0,5.0,G11_M5,55.0,211.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,6,9.994,156.0,4.0,G11_M5,59.0,215.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,7,9.72,156.0,4.0,G11_M5,63.0,219.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,8,8.748,156.0,4.0,G11_M5,67.0,223.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,9,11.34,156.0,3.0,G11_M5,70.0,226.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,10,10.773,156.0,3.0,G11_M5,73.0,229.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,11,11.335,156.0,2.0,G11_M5,75.0,231.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,12,11.567,156.0,1.0,G11_M5,76.0,232.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,13,11.34,156.0,1.0,G11_M5,77.0,233.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,14,12.6,156.0,1.0,G11_M5,78.0,234.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Male Rats,5,male,15,14.0,156.0,1.0,G11_M5,79.0,235.0,235.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,1,8.0,134.0,14.0,G11_F6,14.0,148.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,2,9.6,134.0,11.0,G11_F6,25.0,159.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,3,8.64,134.0,10.0,G11_F6,35.0,169.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,4,8.813,134.0,10.0,G11_F6,45.0,179.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,5,7.932,134.0,9.0,G11_F6,54.0,188.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,6,8.883,134.0,7.0,G11_F6,61.0,195.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,7,8.64,134.0,4.0,G11_F6,65.0,199.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,8,7.776,134.0,2.0,G11_F6,67.0,201.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,9,10.08,134.0,2.0,G11_F6,69.0,203.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,10,9.576,134.0,2.0,G11_F6,71.0,205.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,11,8.906,134.0,1.0,G11_F6,72.0,206.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,12,9.088,134.0,1.0,G11_F6,73.0,207.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,13,8.91,134.0,1.0,G11_F6,74.0,208.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,14,9.9,134.0,1.0,G11_F6,75.0,209.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,6,female,15,11.0,134.0,0.0,G11_F6,75.0,209.0,209.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,1,9.0,137.0,16.0,G11_F7,16.0,153.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,2,10.8,137.0,12.0,G11_F7,28.0,165.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,3,9.72,137.0,8.0,G11_F7,36.0,173.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,4,9.914,137.0,8.0,G11_F7,44.0,181.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,5,8.923,137.0,7.0,G11_F7,51.0,188.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,6,9.994,137.0,6.0,G11_F7,57.0,194.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,7,9.72,137.0,4.0,G11_F7,61.0,198.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,8,8.748,137.0,3.0,G11_F7,64.0,201.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,9,11.34,137.0,2.0,G11_F7,66.0,203.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,10,10.773,137.0,2.0,G11_F7,68.0,205.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,11,9.716,137.0,2.0,G11_F7,70.0,207.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,12,9.914,137.0,1.0,G11_F7,71.0,208.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,13,9.72,137.0,1.0,G11_F7,72.0,209.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,14,10.8,137.0,1.0,G11_F7,73.0,210.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,7,female,15,12.0,137.0,0.0,G11_F7,73.0,210.0,210.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,1,7.0,124.0,14.0,G11_F8,14.0,138.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,2,8.4,124.0,12.0,G11_F8,26.0,150.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,3,7.56,124.0,9.0,G11_F8,35.0,159.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,4,7.711,124.0,6.0,G11_F8,41.0,165.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,5,6.94,124.0,6.0,G11_F8,47.0,171.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,6,7.773,124.0,4.0,G11_F8,51.0,175.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,7,7.56,124.0,4.0,G11_F8,55.0,179.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,8,6.804,124.0,2.0,G11_F8,57.0,181.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,9,8.82,124.0,2.0,G11_F8,59.0,183.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,10,8.379,124.0,2.0,G11_F8,61.0,185.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,11,8.906,124.0,2.0,G11_F8,63.0,187.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,12,9.088,124.0,0.0,G11_F8,63.0,187.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,13,8.91,124.0,0.0,G11_F8,63.0,187.0,187.0
Group 11 (RO Water 125 - 150 TDS with alternate day fasting),Group 11 Female Rats,8,female,14,9.9,124.0,0.0,G11_F8,63.0,187.0,187.0
