water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain,unique_rat_id,cumulative_weight_gain,current_body_weight,final_body_weight
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,2,13.2,129.0,19.0,G9_F7,40.0,169.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,3,11.88,129.0,15.0,G9_F7,55.0,184.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,4,13.068,129.0,15.0,G9_F7,70.0,199.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,5,12.784,129.0,12.0,G9_F7,82.0,211.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,6,15.98,129.0,12.0,G9_F7,94.0,223.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,7,14.661,129.0,11.0,G9_F7,105.0,234.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,8,14.515,129.0,9.0,G9_F7,114.0,243.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,9,16.495,129.0,9.0,G9_F7,123.0,252.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,10,15.133,129.0,7.0,G9_F7,130.0,259.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,11,17.003,129.0,6.0,G9_F7,136.0,265.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,12,17.35,129.0,3.0,G9_F7,139.0,268.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,13,17.01,129.0,2.0,G9_F7,141.0,270.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,14,18.9,129.0,0.0,G9_F7,141.0,270.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,7,female,15,21.0,129.0,0.0,G9_F7,141.0,270.0,270.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,1,13.0,143.0,26.0,G9_F8,26.0,169.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,2,15.6,143.0,21.0,G9_F8,47.0,190.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,3,14.04,143.0,19.0,G9_F8,66.0,209.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,4,15.444,143.0,15.0,G9_F8,81.0,224.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,5,14.61,143.0,15.0,G9_F8,96.0,239.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,6,18.263,143.0,12.0,G9_F8,108.0,251.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,7,16.755,143.0,9.0,G9_F8,117.0,260.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,8,16.589,143.0,9.0,G9_F8,126.0,269.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,9,18.851,143.0,7.0,G9_F8,133.0,276.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,10,17.295,143.0,4.0,G9_F8,137.0,280.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,11,19.432,143.0,2.0,G9_F8,139.0,282.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,12,19.829,143.0,1.0,G9_F8,140.0,283.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,13,19.44,143.0,1.0,G9_F8,141.0,284.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,14,21.6,143.0,0.0,G9_F8,141.0,284.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,8,female,15,24.0,143.0,0.0,G9_F8,141.0,284.0,284.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,1,12.0,103.0,21.0,G9_F9,21.0,124.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,2,14.4,103.0,20.0,G9_F9,41.0,144.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,3,12.96,103.0,18.0,G9_F9,59.0,162.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,4,14.256,103.0,18.0,G9_F9,77.0,180.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,5,14.002,103.0,15.0,G9_F9,92.0,195.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,6,17.502,103.0,13.0,G9_F9,105.0,208.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,7,16.057,103.0,10.0,G9_F9,115.0,218.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,8,15.898,103.0,7.0,G9_F9,122.0,225.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,9,18.066,103.0,7.0,G9_F9,129.0,232.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,10,16.574,103.0,6.0,G9_F9,135.0,238.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,11,18.623,103.0,6.0,G9_F9,141.0,244.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,12,19.003,103.0,4.0,G9_F9,145.0,248.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,13,18.63,103.0,3.0,G9_F9,148.0,251.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,14,20.7,103.0,0.0,G9_F9,148.0,251.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,9,female,15,23.0,103.0,0.0,G9_F9,148.0,251.0,251.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,1,11.0,84.0,22.0,G9_F10,22.0,106.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,2,13.2,84.0,19.0,G9_F10,41.0,125.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,3,11.88,84.0,19.0,G9_F10,60.0,144.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,4,13.068,84.0,16.0,G9_F10,76.0,160.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,5,13.393,84.0,14.0,G9_F10,90.0,174.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,6,16.741,84.0,13.0,G9_F10,103.0,187.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,7,15.359,84.0,12.0,G9_F10,115.0,199.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,8,15.207,84.0,12.0,G9_F10,127.0,211.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,9,17.28,84.0,10.0,G9_F10,137.0,221.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,10,15.853,84.0,8.0,G9_F10,145.0,229.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,11,17.813,84.0,6.0,G9_F10,151.0,235.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,12,18.176,84.0,3.0,G9_F10,154.0,238.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,13,17.82,84.0,3.0,G9_F10,157.0,241.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,14,19.8,84.0,1.0,G9_F10,158.0,242.0,242.0
Group 9 (water prepared as per BIS),Group 9 Female Rats,10,female,15,22.0,84.0,0.0,G9_F10,158.0,242.0,242.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,1,8.0,113.0,20.0,G10_M1,20.0,133.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,2,9.6,113.0,20.0,G10_M1,40.0,153.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,3,8.64,113.0,7.0,G10_M1,47.0,160.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,4,8.813,113.0,7.0,G10_M1,54.0,167.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,5,7.932,113.0,5.0,G10_M1,59.0,172.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,6,8.883,113.0,4.0,G10_M1,63.0,176.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,7,8.64,113.0,3.0,G10_M1,66.0,179.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,8,7.776,113.0,3.0,G10_M1,69.0,182.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,9,10.08,113.0,1.0,G10_M1,70.0,183.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,10,9.576,113.0,0.0,G10_M1,70.0,183.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,11,8.906,113.0,0.0,G10_M1,70.0,183.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,12,9.088,113.0,0.0,G10_M1,70.0,183.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,13,8.91,113.0,0.0,G10_M1,70.0,183.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,14,9.9,113.0,0.0,G10_M1,70.0,183.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,1,male,15,11.0,113.0,0.0,G10_M1,70.0,183.0,183.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,1,9.0,135.0,22.0,G10_M2,22.0,157.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,2,10.8,135.0,13.0,G10_M2,35.0,170.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,3,9.72,135.0,13.0,G10_M2,48.0,183.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,4,9.914,135.0,12.0,G10_M2,60.0,195.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,5,8.923,135.0,6.0,G10_M2,66.0,201.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,6,9.994,135.0,6.0,G10_M2,72.0,207.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,7,9.72,135.0,4.0,G10_M2,76.0,211.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,8,8.748,135.0,4.0,G10_M2,80.0,215.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,9,11.34,135.0,4.0,G10_M2,84.0,219.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,10,10.773,135.0,2.0,G10_M2,86.0,221.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,11,9.716,135.0,0.0,G10_M2,86.0,221.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,12,9.914,135.0,0.0,G10_M2,86.0,221.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,13,9.72,135.0,0.0,G10_M2,86.0,221.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,14,10.8,135.0,0.0,G10_M2,86.0,221.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,2,male,15,12.0,135.0,0.0,G10_M2,86.0,221.0,221.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,1,8.0,121.0,16.0,G10_M3,16.0,137.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,2,9.6,121.0,13.0,G10_M3,29.0,150.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,3,8.64,121.0,10.0,G10_M3,39.0,160.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,4,8.813,121.0,6.0,G10_M3,45.0,166.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,5,7.932,121.0,5.0,G10_M3,50.0,171.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,6,8.883,121.0,4.0,G10_M3,54.0,175.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,7,8.64,121.0,3.0,G10_M3,57.0,178.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,8,7.776,121.0,2.0,G10_M3,59.0,180.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,9,10.08,121.0,1.0,G10_M3,60.0,181.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,10,9.576,121.0,0.0,G10_M3,60.0,181.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,11,8.906,121.0,0.0,G10_M3,60.0,181.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,12,9.088,121.0,0.0,G10_M3,60.0,181.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,13,8.91,121.0,0.0,G10_M3,60.0,181.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,14,9.9,121.0,0.0,G10_M3,60.0,181.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,3,male,15,11.0,121.0,0.0,G10_M3,60.0,181.0,181.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,1,10.0,147.0,22.0,G10_M4,22.0,169.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,2,12.0,147.0,20.0,G10_M4,42.0,189.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,3,10.8,147.0,18.0,G10_M4,60.0,207.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,4,11.016,147.0,12.0,G10_M4,72.0,219.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,5,9.914,147.0,11.0,G10_M4,83.0,230.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,6,11.104,147.0,8.0,G10_M4,91.0,238.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,7,10.8,147.0,7.0,G10_M4,98.0,245.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,8,9.72,147.0,5.0,G10_M4,103.0,250.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,9,12.6,147.0,3.0,G10_M4,106.0,253.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,10,11.97,147.0,2.0,G10_M4,108.0,255.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,11,12.145,147.0,1.0,G10_M4,109.0,256.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,12,12.393,147.0,0.0,G10_M4,109.0,256.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,13,12.15,147.0,0.0,G10_M4,109.0,256.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,14,13.5,147.0,0.0,G10_M4,109.0,256.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,4,male,15,15.0,147.0,0.0,G10_M4,109.0,256.0,256.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,1,9.0,149.0,26.0,G10_M5,26.0,175.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,2,10.8,149.0,15.0,G10_M5,41.0,190.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,3,9.72,149.0,14.0,G10_M5,55.0,204.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,4,9.914,149.0,12.0,G10_M5,67.0,216.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,5,8.923,149.0,11.0,G10_M5,78.0,227.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,6,9.994,149.0,11.0,G10_M5,89.0,238.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,7,9.72,149.0,10.0,G10_M5,99.0,248.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,8,8.748,149.0,4.0,G10_M5,103.0,252.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,9,11.34,149.0,4.0,G10_M5,107.0,256.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,10,10.773,149.0,2.0,G10_M5,109.0,258.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,11,10.526,149.0,0.0,G10_M5,109.0,258.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,12,10.741,149.0,0.0,G10_M5,109.0,258.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,13,10.53,149.0,0.0,G10_M5,109.0,258.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,14,11.7,149.0,0.0,G10_M5,109.0,258.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Male Rats,5,male,15,13.0,149.0,0.0,G10_M5,109.0,258.0,258.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,1,9.0,120.0,17.0,G10_F6,17.0,137.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,2,10.8,120.0,10.0,G10_F6,27.0,147.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,3,9.72,120.0,10.0,G10_F6,37.0,157.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,4,9.914,120.0,8.0,G10_F6,45.0,165.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,5,8.923,120.0,7.0,G10_F6,52.0,172.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,6,9.994,120.0,5.0,G10_F6,57.0,177.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,7,9.72,120.0,3.0,G10_F6,60.0,180.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,8,8.748,120.0,2.0,G10_F6,62.0,182.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,9,11.34,120.0,2.0,G10_F6,64.0,184.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,10,10.773,120.0,1.0,G10_F6,65.0,185.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,11,9.716,120.0,1.0,G10_F6,66.0,186.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,12,9.914,120.0,0.0,G10_F6,66.0,186.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,13,9.72,120.0,0.0,G10_F6,66.0,186.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,14,10.8,120.0,0.0,G10_F6,66.0,186.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,6,female,15,12.0,120.0,0.0,G10_F6,66.0,186.0,186.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,1,8.0,125.0,16.0,G10_F7,16.0,141.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,2,9.6,125.0,11.0,G10_F7,27.0,152.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,3,8.64,125.0,10.0,G10_F7,37.0,162.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,4,8.813,125.0,6.0,G10_F7,43.0,168.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,5,7.932,125.0,6.0,G10_F7,49.0,174.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,6,8.883,125.0,6.0,G10_F7,55.0,180.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,7,8.64,125.0,5.0,G10_F7,60.0,185.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,8,7.776,125.0,3.0,G10_F7,63.0,188.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,9,10.08,125.0,2.0,G10_F7,65.0,190.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,10,9.576,125.0,2.0,G10_F7,67.0,192.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,11,8.906,125.0,2.0,G10_F7,69.0,194.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,12,9.088,125.0,0.0,G10_F7,69.0,194.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,13,8.91,125.0,0.0,G10_F7,69.0,194.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,14,9.9,125.0,0.0,G10_F7,69.0,194.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,7,female,15,11.0,125.0,0.0,G10_F7,69.0,194.0,194.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,1,9.0,117.0,16.0,G10_F8,16.0,133.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,2,10.8,117.0,15.0,G10_F8,31.0,148.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,3,9.72,117.0,8.0,G10_F8,39.0,156.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,4,9.914,117.0,7.0,G10_F8,46.0,163.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,5,8.923,117.0,6.0,G10_F8,52.0,169.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,6,9.994,117.0,5.0,G10_F8,57.0,174.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,7,9.72,117.0,4.0,G10_F8,61.0,178.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,8,8.748,117.0,4.0,G10_F8,65.0,182.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,9,11.34,117.0,3.0,G10_F8,68.0,185.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,10,10.773,117.0,2.0,G10_F8,70.0,187.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,11,9.716,117.0,2.0,G10_F8,72.0,189.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,12,9.914,117.0,1.0,G10_F8,73.0,190.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,13,9.72,117.0,0.0,G10_F8,73.0,190.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,14,10.8,117.0,0.0,G10_F8,73.0,190.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,8,female,15,12.0,117.0,0.0,G10_F8,73.0,190.0,190.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,1,9.0,105.0,17.0,G10_F9,17.0,122.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,2,10.8,105.0,17.0,G10_F9,34.0,139.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,3,9.72,105.0,14.0,G10_F9,48.0,153.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,4,9.914,105.0,9.0,G10_F9,57.0,162.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,5,8.923,105.0,7.0,G10_F9,64.0,169.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,6,9.994,105.0,6.0,G10_F9,70.0,175.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,7,9.72,105.0,5.0,G10_F9,75.0,180.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,8,8.748,105.0,5.0,G10_F9,80.0,185.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,9,11.34,105.0,2.0,G10_F9,82.0,187.0,189.0
Group 10 (Ground water collected form prakshnagar colony with Alternate day fasting,Group 10 Female Rats,9,female,10,10.773,105.0,2.0,G10_F9,84.0,189.0,189.0
