water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,8,,11,16.194,,4.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,8,,12,16.524,,3.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,8,,13,16.200,,3.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,8,,14,18.000,,2.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,8,,15,20.000,,1.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,1,11.571,104.000,34.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,2,13.886,,24.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,3,12.497,,19.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,4,13.747,,17.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,5,12.784,,15.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,6,15.980,,11.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,7,14.661,,9.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,8,14.515,,6.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,9,16.495,,5.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,10,15.133,,4.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,11,17.003,,4.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,12,17.350,,3.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,13,17.010,,2.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,14,18.900,,2.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,9,,15,21.000,,0.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,1,11.000,102.000,35.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,2,13.200,,26.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,3,11.880,,18.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,4,13.068,,13.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,5,12.175,,11.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,6,15.219,,9.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,7,13.962,,6.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,8,13.824,,5.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,9,15.709,,5.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,10,14.412,,5.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,11,16.194,,5.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,12,16.524,,4.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,13,16.200,,4.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,14,18.000,,3.000
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,10,,15,20.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,1,8.000,110.000,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,2,9.600,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,3,8.640,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,4,8.813,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,5,7.932,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,6,8.883,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,7,8.640,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,8,7.776,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,9,10.080,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,10,9.576,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,11,10.438,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,12,10.342,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,13,10.859,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,14,9.500,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,1,,15,10.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,1,7.000,104.000,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,2,8.400,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,3,7.560,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,4,7.711,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,5,6.940,,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,6,7.773,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,7,7.560,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,8,6.804,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,9,8.820,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,10,8.379,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,11,9.133,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,12,9.049,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,13,9.502,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,14,10.450,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,2,,15,11.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,1,8.000,101.000,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,2,9.600,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,3,8.640,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,4,8.813,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,5,7.932,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,6,8.883,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,7,8.640,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,8,7.776,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,9,10.080,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,10,9.576,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,11,10.438,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,12,10.342,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,13,10.859,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,14,9.500,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,3,,15,10.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,1,9.000,138.000,11.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,2,10.800,,9.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,3,9.720,,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,4,9.914,,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,5,8.923,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,6,9.994,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,7,9.720,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,8,8.748,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,9,11.340,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,10,10.773,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,11,11.743,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,12,11.635,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,13,12.217,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,14,11.400,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,4,,15,12.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,1,7.000,127.000,12.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,2,8.400,,10.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,3,7.560,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,4,7.711,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,5,6.940,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,6,7.773,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,7,7.560,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,8,6.804,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,9,8.820,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,10,8.379,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,11,9.133,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,12,9.049,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,13,9.502,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,14,10.450,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Male Rats,5,,15,11.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,1,7.000,97.000,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,2,8.400,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,3,7.560,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,4,7.711,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,5,6.940,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,6,7.773,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,7,7.560,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,8,6.804,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,9,8.820,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,10,8.379,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,11,9.133,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,12,9.049,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,13,9.502,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,14,10.450,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,6,,15,11.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,1,8.000,100,9.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,2,9.600,,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,3,8.640,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,4,8.813,,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,5,7.932,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,6,8.883,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,7,8.640,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,8,7.776,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,9,10.080,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,10,9.576,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,11,10.438,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,12,10.342,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,13,10.859,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,14,11.400,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,7,,15,12.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,1,7.000,97,9.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,2,8.400,,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,3,7.560,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,4,7.711,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,5,6.940,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,6,7.773,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,7,7.560,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,8,6.804,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,9,8.820,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,10,8.379,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,11,9.133,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,12,9.049,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,13,9.502,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,14,9.500,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,8,,15,10.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,1,9.000,101.000,10.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,2,10.800,,8.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,3,9.720,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,4,9.914,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,5,8.923,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,6,9.994,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,7,9.720,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,8,8.748,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,9,11.340,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,10,10.773,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,11,11.743,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,12,11.635,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,13,12.217,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,14,10.450,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,9,,15,11.000,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,1,8.000,97.000,7.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,2,9.600,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,3,8.640,,6.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,4,8.813,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,5,7.932,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,6,8.883,,5.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,7,8.640,,4.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,8,7.776,,3.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,9,10.080,,2.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,10,9.576,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,11,10.438,,1.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,12,10.342,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,13,10.859,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,14,11.400,,0.000
Group 7 (RO water <20 with alternate day fasting (feed withdrawal)),Group 7 Female Rats,10,,15,12.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,1,8.000,62,56.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,2,9.600,,15.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,3,8.640,,13.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,4,8.813,,12.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,5,7.932,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,6,8.883,,5.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,7,8.640,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,8,7.776,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,9,10.080,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,10,9.576,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,11,10.438,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,12,10.342,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,13,10.859,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,14,10.450,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,1,,15,11.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,1,9.000,71.000,35.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,2,10.800,,17.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,3,9.720,,11.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,4,9.914,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,5,8.923,,7.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,6,9.994,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,7,9.720,,5.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,8,8.748,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,9,11.340,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,10,10.773,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,11,11.743,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,12,11.635,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,13,12.217,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,14,11.400,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,2,,15,12.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,1,8.000,61.000,59.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,2,9.600,,17.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,3,8.640,,14.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,4,8.813,,8.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,5,7.932,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,6,8.883,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,7,8.640,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,8,7.776,,3.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,9,10.080,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,10,9.576,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,11,10.438,,2.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,12,10.342,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,13,10.859,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,14,9.500,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,3,,15,10.000,,0.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,1,8.000,104.000,46.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,2,9.600,,29.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,3,8.640,,18.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,4,8.813,,10.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,5,7.932,,6.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,6,8.883,,5.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,7,8.640,,4.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,8,7.776,,1.000
Group 8 (Kalyani Dam water supplied to Tirupati with alternate day fasting (feed withdrawal)),Group 8 Male Rats,4,,9,10.080,,0.000
